corpus_id;document_id;sentence_id;content
MusicBO;2;986;Meanwhile, through the help of friends, I succeeded in bringing about a satisfactory change in my financial position.
MusicBO;2;1182;This was the unanimous explanation of my intentions which my old friend Hermann Franck had heard in Germany.
MusicBO;2;1213;I attended a performance of the Merry Wives there, which really amazed me by its correctness and precision.
MusicBO;2;1450;But before these ladies arrived, a most painful incident occurred between Liszt and Karl Ritter at my house.
MusicBO;2;1500;If I then called her a 'child,' I could not now properly describe her as a 'young woman.'
MusicBO;2;2135;Through it I lost some of my popular prejudices against the tyrannical mode of government in ancient Venice.
MusicBO;2;2878;The characteristic features of the system in Paris may be described simply as extreme frigidity and extraordinary accuracy.
MusicBO;2;2918;Unfortunately I caught a violent cold in the course of moving and took few precautions to check it.
MusicBO;2;3380;It was long after midnight when we reached Nuremberg, where we were obliged to halt for the night.
MusicBO;2;3423;—I had willingly accepted this offer, and now drove direct with my hand luggage to the house described.
MusicBO;2;3437;I realised, however, from information given me by my friend, that my path was beset with new difficulties.
MusicBO;2;3440;My situation was, as I now saw plainly, quite hopeless, for every one seemed to have deserted me.
MusicBO;2;3488;A musician named Winterberger was an old acquaintance, and I found him in a position I much envied.
MusicBO;2;3700;At last I decided to stay at the 'Europaischer Hof' at Biebrich, and continue my search from there.
MusicBO;2;3904;I returned there now, to be in time for Bulow's visit, of which I had already been informed.
MusicBO;2;4115;In response to this I received the startling and unexpected sum of fifteen hundred marks through Muller's instrumentality.
MusicBO;2;4175;She had also gone almost entirely bald, but nevertheless persisted in her great objection to wearing a wig.
MusicBO;2;4664;As Heinrich Porges and Gustav Schonaich sometimes joined us, we founded an intimate little circle and met regularly.
MusicBO;2;4728;I wanted to cater for myself, but had to yield to her request to take over that responsibility.
MusicBO;2;154;But I had to pay heavily for the exhausting toil expended on the conclusion of this work.
MusicBO;2;514;Fresh snow had fallen, which partially concealed the crevasses, and prevented one from recognising the dangerous spots.
MusicBO;2;752;With my extremely excitable nervous system, they were a source of more trouble than relief to me.
MusicBO;2;763;Finding nothing to detain me there more than a couple of days, I hurried on to Genoa.
MusicBO;2;899;I tried to counteract these by new work, and instead of writing out the score of Rheingold
MusicBO;2;1120;Berlioz, too, had been brought over to London, to conduct two of the New Philharmonic Society's concerts.
MusicBO;2;1163;I had to go once or twice to the Italian Opera at Covent Garden with his daughter.
MusicBO;2;1317;In the end I had to shrug my shoulders in silent acquiescence with these hopelessly unkind remarks,
MusicBO;2;1633;I had not made up my mind what name to give to my new place of refuge.
MusicBO;2;1896;Meantime, I avoided asking any questions as to what had taken place in regard to our neighbours.
MusicBO;2;1990;I almost felt inclined to make my final decision dependent on the effect of his expected visit.
MusicBO;2;2062;During my stay in Venice we met almost daily, and continued to be on very friendly terms.
MusicBO;2;2104;There I also met the whole staff of officers, and was treated by them with great respect.
MusicBO;2;2154;Consequently I realised that I could not count on the possibility of an early settlement in Germany.
MusicBO;2;2254;I repeated this visit, which was twice returned to me, once on the occasion of my birthday.
MusicBO;2;2682;I thus learned to appreciate the skill and talent of this young musician, which was simply amazing.
MusicBO;2;2696;This man Lindau was a native of Magdeburg, who had fled to escape the Prussian military service.
MusicBO;2;2730;I could think of no one but Niemann of Hanover, whose fame reached me from every quarter.
MusicBO;2;2741;As I was ever anxious, amid all my other discomforts, to find some relief from this burden
MusicBO;2;2745;This I did by way of guaranteeing him the repayment of the capital advanced for their publication.
MusicBO;2;2883;He insisted on considerable alterations in the text, so as to obtain a favourable medium for singing.
MusicBO;2;3020;Some of them were very quick to resent what they supposed to be my neglect of them.
MusicBO;2;3103;Thereupon the legal action taken on my behalf by Ollivier against Lindau also came to an end.
MusicBO;2;3502;I only visited him once, and did not have a particularly long talk with him even then.
MusicBO;2;3561;With the utmost distinctness I at once composed the principal part of the Overture in C major.
MusicBO;2;3669;He had spoken to me about a pretty estate there belonging to the young Baron von Hornstein.
MusicBO;2;3784;He it was who had introduced me to another friend, a practised musician, Dr. Schuler from Wiesbaden.
MusicBO;2;3911;Frau Dustmann also, who had a special engagement for a performance at Wiesbaden, paid me a visit.
MusicBO;2;3976;I could not fail to be satisfied with the friendly reception accorded to me by my patrons.
MusicBO;2;4042;I therefore decided at all costs to keep on the house at Biebrich, which I really liked.
MusicBO;2;4284;For these I relied on a concert which Heinrich Porges had already arranged for me in Prague.
MusicBO;2;4319;Not far from the capital itself the empty seats in our carriage were filled by several people,
MusicBO;2;4397;The orchestra consisted of the hundred musicians who provided the Imperial household with Italian opera and ballet.
MusicBO;2;4438;I gratefully answered her in the same manner, and said that I now knew what to do.
MusicBO;2;4714;I stayed at the 'Bayerischer Hof' and took a few walks through the city at my leisure.
MusicBO;2;4725;Dr. Wille himself was not there, as Dr. Wille had gone to Constantinople on a pleasure trip.
MusicBO;2;4754;But I was also, as will be seen, moved to carry out this change by other motives.
MusicBO;2;19;Unfortunately, there was one perpetual source of quarrel, arising from my wife's behaviour towards poor Nathalie.
MusicBO;2;63;Karl knew nothing whatever about rhythmic precision or tempo, the very essentials of a conductor's career.
MusicBO;2;71;I had met his father at Zurich in the previous year just after his second marriage.
MusicBO;2;156;As it had already completely recovered from several similar attacks, I did not feel very anxious.
MusicBO;2;576;On reaching home I found announcements of a new and quite different turn in my destiny.
MusicBO;2;688;The sensation produced by these evening concerts spread through the whole of Switzerland in ever-widening circles.
MusicBO;2;834;I presume that our feelings on this occasion must have differed as much as our reminiscences.
MusicBO;2;967;Just then I was prompted to send the venerated philosopher a copy of my Nibelungen poem.
MusicBO;2;1087;This was on the occasion of the Rhenish Musical Festival, which was held at that time.
MusicBO;2;1224;This accounts for the fact that an oratorio attracts the public far more than an opera.
MusicBO;2;1531;We watched each other over our work with a closeness and sympathy that was genuinely instructive.
MusicBO;2;1810;I was no less delighted by my conversation with Ollivier regarding his political views and position.
MusicBO;2;1824;The rest of the day was spent very pleasantly in the bosom of the Herold family.
MusicBO;2;1855;I now heard nothing about all these performances except that they were yielding very little money.
MusicBO;2;1967;I quite believed, however, that Niemann's voice must be on a par with his imposing personality.
MusicBO;2;2021;We did not talk much on the way, but gave ourselves up silently to our impressions.
MusicBO;2;2066;Except for some foolish behaviour on his part I had not noticed anything particular about him.
MusicBO;2;2199;Soon, however, everything began to assume a more serious aspect, and to look gloomy and depressing.
MusicBO;2;2320;To celebrate his departure I invited him to take an excursion to Brunnen and the Grutli.
MusicBO;2;2361;I took this on a three-years' agreement at a rent of four thousand francs a year.
MusicBO;2;2474;I was able to go and meet her at the station on the 17th of November.
MusicBO;2;2781;the singer Niemann was engaged for eight months at a monthly salary of ten thousand francs.
MusicBO;2;2854;This man was still young and extraordinarily attractive, with something friendly and open in his manner.
MusicBO;2;2871;We had first of all to join forces in promoting an entirely new piece of work.
MusicBO;2;3328;This bargain set the standard of my relation to her for the rest of her life.
MusicBO;2;3397;Here Cosima met us, and took us to the rooms that had been prepared for us.
MusicBO;2;3420;I proposed to accept the hospitality of Kolatschek, with whom I had been friendly in Switzerland.
MusicBO;2;3721;From this excursion I had again to return home through the floating ice on the Rhine.
MusicBO;2;3876;A great longing at last filled me to make the acquaintance of Schnorr and his achievements.
MusicBO;2;3957;Cosima was the only one who managed to keep in a good temper throughout the proceedings.
MusicBO;2;4153;I returned in haste to Biebrich, where I had to get my household affairs into order.
MusicBO;2;4292;Her admiration was now intensified, and for many years afterwards she remained tenderly attached to me.
MusicBO;2;4636;After all my previous experiences I was truly astonished and contented, and it was with pleasure
MusicBO;2;4660;Greatly cheered by the impressions of this meeting I returned to Vienna on the 9th December.
MusicBO;2;78;This was one of the occasions when my easily excited indignation roused me to activity.
MusicBO;2;232;On the other hand, however, I felt very much tempted to entertain the Weimar proposal.
MusicBO;2;265;I thereupon felt impelled to contribute an epoch-making article to his paper on these lines.
MusicBO;2;275;This erelong developed into a savage persecution which aimed at nothing less than his ruin.
MusicBO;2;461;, they thought it would be desirable to include me in their circle of friends.
MusicBO;2;711;I even thought of beginning to compose again after the long interval that had elapsed.
MusicBO;2;782;I decided to return to Zurich immediately, and begin the composition of my great poem.
MusicBO;2;889;During the first months of the new year I also conducted a few orchestral concerts.
MusicBO;2;1009;At this time I had an extraordinary application, such as I have never received again.
MusicBO;2;1022;I have a particularly vivid recollection of the singer who played Elizabeth on that occasion.
MusicBO;2;1038;Prager also took me to see his friend Sainton, the leader of the London orchestra.
MusicBO;2;1085;The leading papers still announced, as before, that every concert I conducted was a fiasco.
MusicBO;2;1106;Prager was often present, and we frequently took an evening stroll through the foggy streets.
MusicBO;2;1188;Only a few months later, after my return home, I heard of his mysterious death.
MusicBO;2;1296;I was therefore surprised to find him a person of extraordinarily shy and awkward demeanour.
MusicBO;2;1457;If we are not prepared to admit this, what do we prove ourselves to be?
MusicBO;2;1564;My own plans, elaborated with a deceptive skill, had been already submitted to an architect.
MusicBO;2;1790;It was Herr Hasselmann, a native of Strasburg, and apparently a very good-natured, amiable fellow.
MusicBO;2;1798;I looked upon this event as a malicious stroke of fate, aimed at me personally.
MusicBO;2;1957;and then, with great conscientiousness and zeal, and paid special attention to all my wishes.
MusicBO;2;2058;I had at first explained to him that owing to the state of my health
MusicBO;2;2159;My negotiations with Eckert, who was director at that time, quickly led to satisfactory results.
MusicBO;2;2235;I could make myself quite comfortable here in the larger rooms at a moderate price.
MusicBO;2;2237;For this purpose I found a careful woman well suited to look after my comfort.
MusicBO;2;2294;On this animal I rode every morning as long as this animal would carry me.
MusicBO;2;2334;At last I had to bestir myself to come to a decision about my wife.
MusicBO;2;2758;I improvised a special performance of the second act of my Tristan, in which Mme.
MusicBO;2;2813;Life also had become quieter, as is usually the case at this season in Paris.
MusicBO;2;2911;Under these circumstances the proprietor had no objection to make to my leaving the house.
MusicBO;2;3066;Morelli found himself strangely perplexed when Morelli had to weather the onslaught of the hooligans.
MusicBO;2;3075;As the vocalists showed a courageous determination to encounter fresh onslaughts, I could not protest.
MusicBO;2;3155;With this disappointing experience M. Erlanger now withdrew from all further participation in my fate.
MusicBO;2;3213;They both raved about the recently published pianoforte arrangement of Tristan, which Bulow had prepared.
MusicBO;2;3472;I was reminded of the morning in the tavern with the landlord Homo in Montmorency.
MusicBO;2;3547;I was at last obliged to acknowledge that my affairs were in a bad way.
MusicBO;2;3708;Unfortunately my good resolutions did not last long, as the old scenes were soon renewed.
MusicBO;2;3857;She said that Herr von Guaita was like an anxious, almost hypersensitive father to her.
MusicBO;2;3962;One little adventure we had at the gaming-table at Wiesbaden still lingers in my memory.
MusicBO;2;4046;Here again I went through the same experience as I had so often done before.
MusicBO;2;4072;I should probably have raised a protest against carrying out this programme in its entirety
MusicBO;2;4306;I entered a long room, at one end of which Bulow was giving a music-lesson.
MusicBO;2;4537;In accordance with his own desire, I very soon afterwards lost sight of him altogether.
MusicBO;2;4637;I returned the gallant Prince my heartfelt thanks with all the eloquence at my command.
MusicBO;2;4652;But the results of my meeting with Henriette von Bissing in Breslau were very different.
MusicBO;2;4789;On the same day I had received the most urgent warnings against returning to Vienna.
MusicBO;2;49;I had never had an opportunity of judging of his gifts in this line.
MusicBO;2;89;At first we had to console him, and stimulate his confidence by our cheerfulness.
MusicBO;2;117;, Karl Ritter preferred for the present to stay in seclusion at St. Gall.
MusicBO;2;137;However, Bulow caused quite a sensation, and I myself was astounded at his execution.
MusicBO;2;139;I frequently had occasion to admire his masterly skill both as conductor and accompanist.
MusicBO;2;259;In this he showed the originality of his ideas about Mozart's and Beethoven's methods,
MusicBO;2;293;I went by a pleasant detour through the Toggenburg, travelling on foot as usual.
MusicBO;2;302;It was my first experience also of travelling over an extensive snow-field in summer.
MusicBO;2;530;I shall never forget my impressions of my journey through the continually descending valley.
MusicBO;2;577;These consisted of inquiries and commissions from various German theatres anxious to produce Tannhauser.
MusicBO;2;731;—I decided first of all to go to St. Moritz Bad in the Engadine.
MusicBO;2;735;We were obliged to pass the time in reading at a most uncomfortable inn.
MusicBO;2;1243;Our project suffered a brief delay through the fatal illness of my dog Peps.
MusicBO;2;1275;What pained me most was the frequent interruption of my work on this account.
MusicBO;2;1515;the Princess gave me and my wife a room next her own private apartment.
MusicBO;2;1526;The performance turned out to be a really fine one, and full of spirit.
MusicBO;2;1889;I realised the position clearly when I afterwards met my wife looking wonderfully cheerful.
MusicBO;2;2029;I certainly felt I was taking part in a funeral procession during a pestilence.
MusicBO;2;2031;Next came the long sail through the twists and turns of the Grand Canal.
MusicBO;2;2148;I really went so far as to write to him cordially and in detail.
MusicBO;2;2160;All this happened during the course of the winter and early spring of 1859.
MusicBO;2;2183;It seemed as if this was not destined to be the case in Venice.
MusicBO;2;2186;Its climate about this time of the year did not commend itself to me.
MusicBO;2;2249;A few days after my arrival I had already visited the Wesendoncks in Zurich.
MusicBO;2;2962;I asked for unheard-of combinations quite different from those generally employed in the ballet.
MusicBO;2;3125;I now came into touch with energetic protagonists of my cause at every turn.
MusicBO;2;3152;It also seemed possible that the requisite capitalists would be found for his enterprise.
MusicBO;2;3275;In our childless life together the influence of domestic pets had been very important.
MusicBO;2;3714;I deliberated with considerable hesitation as to what I should do in this matter.
MusicBO;2;3774;But I had an ulterior motive in trying to prepossess him in my favour.
MusicBO;2;3793;I had a similar experience with a property in Rheingau belonging to Count Schonborn.
MusicBO;2;3941;We remained that night in Rolandseck, and next morning we went up the Drachenfels.
MusicBO;2;4049;Yet I suppose Friederike Meyer was the only one who completely realised these effects.
MusicBO;2;4193;Dr. Hanslick became uncompromisingly hostile, with results that were obvious to us at once.
MusicBO;2;4210;Moreover, Frau Dustmann's absurd behaviour disgusted me on my frequent attendance at the rehearsals.
MusicBO;2;4213;For all the practical details of the performance Tausig now proved himself particularly useful.
MusicBO;2;4401;whose Russian fur caps had so scared me on my way to St. Petersburg.
MusicBO;2;4555;, I was driven to take up the study of Dunker's Geschichte des Alterthums.
MusicBO;2;4585;Seated by my old acquaintance, I was now introduced to the Russian poet Turgenieff.
MusicBO;2;31;However, when one day I reminded him that in coming hack to Zurich
MusicBO;2;64;I felt completely nonplussed and was absolutely at a loss what to say.
MusicBO;2;143;On an occasion like this I also read aloud extracts from my manuscripts.
MusicBO;2;161;Sulzer was without a doubt the worthiest and most important of these friends.
MusicBO;2;354;As a matter of fact, this was the last time we ever met.
MusicBO;2;450;I introduced this change very gradually and with the co-operation of my friends.
MusicBO;2;515;The guide, of course, had to precede me here, to examine the path.
MusicBO;2;574;We therefore saw ourselves forced to hasten on our journey home via Geneva.
MusicBO;2;639;The news of his death took place on the 3rd of January, 1853.
MusicBO;2;746;I had to cover the distance nearly twice over, as, to my astonishment
MusicBO;2;808;I stole away and found him in bed suffering from a splitting headache.
MusicBO;2;992;The Zurich Musical Society now again enlisted my interest for their winter concerts.
MusicBO;2;1030;Arriving in London on 2nd March I first went to see Ferdinand Prager.
MusicBO;2;1211;I was greatly astonished by many audacities in his acting on this occasion.
MusicBO;2;1274;It was obviously the result of the ill effects of the London climate.
MusicBO;2;1406;I could never make out whether this was the result of their having
MusicBO;2;1453;At table the conversation turned on the Emperor of the French, Louis Napoleon,
MusicBO;2;1684;I invited all the friends in our circle, including Semper and Herwegh, and
MusicBO;2;1775;I felt a growing presentiment that I was going away never to return.
MusicBO;2;1833;whose acquaintance was at that time busy composing a grand opera, Die Trojaner.
MusicBO;2;2044;, I felt that I should find out what cold meant in Venice.
MusicBO;2;2181;It was now necessary to make new decisions for my plan of life.
MusicBO;2;2204;I could not but grudge the former race their victory over the latter.
MusicBO;2;2418;With this object in view I decided to arrange a few important concerts.
MusicBO;2;2881;On the other hand, he proved to me by the most punctilious solicitude
MusicBO;2;2947;Certainly I now obtained a clearer insight into the actual state of affairs.
MusicBO;2;2968;Such was the substance of what my trusty friend Truinet conveyed to me.
MusicBO;2;2974;He had been informed that there was a conspiracy to ruin my work.
MusicBO;2;3049;The impression made by this scene had a disastrous effect upon my friends.
MusicBO;2;3262;It was now settled that we must at all costs leave Paris soon.
MusicBO;2;3444;I wrote him a beseeching letter, urging him to consider my necessitous condition.
MusicBO;2;3545;First I turned to Tichatschek in Dresden, but obtained no promise from him.
MusicBO;2;3779;I heard that a family would enter into possession, armed with a piano.
MusicBO;2;3801;declared the sick lady was afraid the sick lady had caught scarlet fever.
MusicBO;2;4232;I had only to fall back on amateurs for the three Rhine maidens.
MusicBO;2;4352;Meanwhile my patrons had to be content with hearing me read the Meistersinger.
MusicBO;2;4497;Fritz, the younger brother of Heinrich Porges, had also begun to visit me.
MusicBO;2;5;I arrived early in the morning and found Minna still in bed.
MusicBO;2;385;At this time symptoms of a possible improvement in my position appeared.
MusicBO;2;667;I had to undertake to engage an orchestra to suit my requirements.
MusicBO;2;673;I had the joy of seeing all my directions accurately carried out.
MusicBO;2;1176;A visit from my old friend Hermann Franck was a pleasant surprise.
MusicBO;2;1208;I found the performances at the Olympic Theatre less simple and innocent.
MusicBO;2;1272;But I met with a new vexation when colder weather set in.
MusicBO;2;2185;I did not think I dared spend the hot weather in Venice.
MusicBO;2;2290;I tried to overcome my gastric troubles by using (among other things)
MusicBO;2;2335;We had now been apart from each other for a whole year.
MusicBO;2;2372;I prevailed upon Carvalho to visit me to talk the matter over.
MusicBO;2;2796;she used her influence on my behalf with the King of Saxony.
MusicBO;2;3234;Meanwhile Minna found an opportunity for exhibiting her talents as a housewife.
MusicBO;2;3366;But I was not to get off without any ovation at all.
MusicBO;2;3663;the lady was en desolation at being obliged to deny my wish.
MusicBO;2;3837;When the disturbance had somewhat subsided, I went to bed again, and
MusicBO;2;3949;The story was not completed for me until a long time afterwards.
MusicBO;2;3991;In the end the mysterious Herr von Guaita also joined us there.
MusicBO;2;4160;Her situation in Frankfort seemed to have grown more and more difficult.
MusicBO;2;4230;We had now come to the point of rehearsing for the concert.
MusicBO;2;4312;In Konigsburg I had to wait half a day and a night.
MusicBO;2;4631;Being both intelligent and witty, she at once became my favourite companion.
MusicBO;2;4634;She promised to come to Breslau, when I gave my concert there.
MusicBO;3;140;That meant to throw yourself into the work body and soul, to sacrifice body and soul, to press and exert every fibre of the body, every faculty of the soul, towards the one aim of not only producing your friend's work, but of producing it splendidly and to his advantage.
MusicBO;3;2121;"The written word is, I fear, insufficient for my intention; but if I could read The written word to you viva voce, indicating how I want to have The written word interpreted, I should be quite satisfied as to the desired impression of my poem upon you."
MusicBO;3;204;However that may be, I feel too silly today to thank your esteemed friend otherwise than through your medium, through your mouth, and therefore I pray you with all my power to express my gratitude to her as fervently, as joyfully, as you are able.
MusicBO;3;2679;Next winter you shall have news of our performance at Weymar, for we must not delay it any longer, and hope that it will be a success on the part of the artists, for as to the work itself there can be no question.
MusicBO;3;4979;"I know that I shall have another letter from you soon, because you have something to relate to me; so I am proud, and rely upon another letter, and keep my peace, telling you thereby that I love you sincerely with all my heart."
MusicBO;3;1563;I foresee the difficulties I shall have to encounter in publishing through the Paris press an article so extensive and so sincerely in praise of a German opera by a German composer, in whose success no one has an interest, rather the reverse.
MusicBO;3;2936;"One thing has recently calmed my anxiety: I have written tolerably comprehensive instructions for the performance of ""Tannhauser"", and have had them printed as a pamphlet and sent a sufficient number of copies to the theatres which had bought the score."
MusicBO;3;1373;"This will probably be the case with the performance of ""Lohengrin"" in Weimar, which only now that I have been able to ask about many difficult details I can appreciate in its excellence and perfection as regards the musical portion."
MusicBO;3;1927;"This is a relation of the most perfect dishonesty; neither party is sincere towards the other; one and the other assume the appearance of affection, and both make use of each other as long as their mutual interest requires it."
MusicBO;3;3662;"Moreover, I cannot express to you how my heart rejoices at the thought that I might look on from a hidden corner while you instilled my work into the Berliners; this satisfaction to my feelings I must live to see!"
MusicBO;3;4469;As you probably do not read similar newspapers, I tell you of the fact, and ask you to take account of similar newspapers in your intercourse with Kohler, whom you should keep in kindly remembrance as one of the loyal.
MusicBO;3;1514;As in this book I intend to explain my view of the essence of the musical drama, I can find nothing more annoying than to see the most contradictory opinions of me spread amongst the public by witty litterateurs.
MusicBO;3;4511;I am in a miserable condition, and have great difficulty in persuading myself that it must go on like this, and that it would not really be more moral to put an end to this disgraceful kind of life.
MusicBO;3;3526;"Our orchestra is now on a good footing; and as soon as the five or six new engagements which I have proposed have been made, Our orchestra may boast of being one of the most excellent in Germany."
MusicBO;3;347;"In Paris without a home, or—which is the same—peace of heart, I can do no work; I must find a new place where I am at home and can make up my mind to remain at home."
MusicBO;3;1934;without realizing and confessing my absolute antagonism to Meyerbeer, and to this I am driven with genuine desperation when I meet with the erroneous opinion even amongst my friends that I have anything in common with Meyerbeer.
MusicBO;3;195;I am amongst those most desirous of seeing you, sir, and of repeating from mouth to mouth the expression of the admiring and devoted sentiments of which I ask you to be a thousand times assured.
MusicBO;3;227;From Coburg I could not start for Lichtenfels till early on Saturday, but fortunately I got through everywhere without notice, at Lindau only, where I arrived at midnight, they asked for my passport at the gate.
MusicBO;3;143;If I have judged your beautiful action rightly, if I have understood you, I hope you will understand me too when, in words as brief and precise as was your action, I say to you,
MusicBO;3;1565;If in the meantime you think my article worthy of publication in Germany, I repeat the request already made that you undertake to translate my article freely, and improve my article by completing my article.
MusicBO;3;4044;"Before long I may send you a little article about the ""Flying Dutchman""; and if you approve of a little article about the ""Flying Dutchman"", a little article about the ""Flying Dutchman"" shall be published."
MusicBO;3;1428;"But before all you must be acquainted with my article, and tell me very frankly whether or not you would like to have a very long article of mine about ""Lohengrin published in Germany."
MusicBO;3;4005;It was equally clear that you were unable to accept the proposal for the Konigsstadt Theatre with the Leipzig troupe, and I am only annoyed at their impudence in offering you such a thing.
MusicBO;3;997;I have convictions which perhaps you will never share, but which you will not think it necessary to combat when I tell you that they in no manner interfere with my artistic activity.
MusicBO;3;3825;The forms in which we endeavour to gain comfort in our miserable circumstances depend wholly upon our nature, our wants, the character of our culture and of our more or less artistic sensations.
MusicBO;3;4504;It cannot possibly suit me to write the same thing over and over again on the chance of being at last understood, besides which I should probably only puzzle people worse and worse.
MusicBO;3;882;I assume, however, that all possible means will be readily placed at your disposal, and also that you will succeed in conquering every difficulty if you are fully determined to do so.
MusicBO;3;1150;At this moment, dearest friend, after having closed the letter already, I begin to feel a doubt whether you have received my last letter, which I sent you about eighteen days ago.
MusicBO;3;1733;I was quite confounded, and thought that some misapprehension of an expression in one of my letters might have led you and B. after you to a completely erroneous opinion about me.
MusicBO;3;2406;To Herr von Zigesar also I ask you to express my most cordial thanks for the very kind manner in which Herr von Zigesar has received and replied to my last communication.
MusicBO;3;2472;One thought that she not only desired to win the throne of Brabant, but was also jealous of Frederick and of the charms of her from whom she had torn him away.
MusicBO;3;2686;"Send them to me soon; we have here a very clever young scenepainter and engineer, Herr Handel, late of the Hamburg theatre, who will take every care to comply with your demands."
MusicBO;3;2887;But what do you mean by occupying yourself with the bad jokes which have been circulating in a few newspapers, and by even accusing me of having been the cause of them?
MusicBO;3;4734;"Here the tempo is to be considerably slower even than at the first entry of the D major; the impression must be one of solemn emotion, or else the intention is lost."
MusicBO;3;4796;"With the ""Flying Dutchman"" I left the orchestra for a time at the beginning of last March, and with the same work I resume my connection with the theatre for this season."
MusicBO;3;170;"I shall send you by post the article that appeared in our Gemeindeblatt, where is also printed the prologue of Schober, who had the sense to turn ""Tannhauser"" to good account."
MusicBO;3;392;My position is all the more painful because I can take no steps to free myself from the suspicion of such sentiments without incurring the worse suspicion of meanness and cowardice.
MusicBO;3;722;In consequence of the good opinion which you kindly express of my talent as a composer, I am going to ask you a favour if the idea meets with your approval.
MusicBO;3;825;"In my life some decisive events have happened; the last shackles have fallen that tied me to a world in which I must have perished soon, not only mentally, but physically."
MusicBO;3;1648;I consented, and reserved to myself the right of revising the translation of your article afterwards, so as to set forth less my praise than the animation of your original style.
MusicBO;3;2316;the R. family has had the effect that for that time and for the rest of my life I may attend to my artistic creations quietly and undisturbed by material cares.
MusicBO;3;2351;As I told you before, I can now send you this poem willingly and without fear, for you are no longer required to glance from this poem anxiously towards your public.
MusicBO;3;2541;Her intelligent remarks on the character of Ortrud attracted me especially, as well as the comparison she makes between the efforts of the previous and the actual representative of that part.
MusicBO;3;2942;This eternal communication by letter and in print is terrible to me, especially when it is about things the significance of which has for a long time lain far behind me.
MusicBO;3;3588;BEST OF FRIENDS, Please let me have two words to say whether you have received a parcel, sent from here on February 11th, and containing several copies of my new poem,
MusicBO;3;4871;"For that purpose I may first mention the step which I have fixed upon taking in order to make the copyright of ""Lohengrin"" much more valuable than otherwise it would be—"
MusicBO;3;518;"Restore her to me; by doing so you will give me all you can wish for me, and, believe me, for that I shall be grateful to you, yea grateful!"
MusicBO;3;810;I shortly expect M. Ernst on his return from London, and M. Ernst will give me some details as to the actual situation and the personnel of the London theatres.
MusicBO;3;925;My question has become more complicated than I thought, as complicated, indeed, as is the demand on Herr von Zigesar to pay me five hundred francs for a mere arrangement.
MusicBO;3;1660;Let this suffice: I feel more than fully rewarded for my efforts, my sacrifices, and my artistic struggles by recognizing the impression I have made upon you of all others.
MusicBO;3;1984;I am most curious to know your views and practical proposals with regard to theatrical matters, and I shall be most ready to adopt your ideas as far as possible.
MusicBO;3;2086;The contact with a sympathetic, noble female nature is to me an infinitely joyful feeling, and that feeling I should like to gain as a blessing for my impending work.
MusicBO;3;2344;Nevertheless this agreement has still another meaning, which appears all the more serious at this moment because Zigesar has, temporarily at least, a successor in the management of the theatre.
MusicBO;3;2502;If I now turn to my great work, I now turn to my great work is done for the purpose of seeking salvation from my misery, forgetfulness of my life.
MusicBO;3;4693;Today my rehearsals begin here, and I shall again have to go to Darmstadt and Mannheim to have separate rehearsals, till we return here next Saturday for the general rehearsals.
MusicBO;3;804;In actual circumstances it is almost impossible for you to think of a speedy return to Germany where, moreover, you would find nothing but disagreeable things, envy, and enmity.
MusicBO;3;858;"Of my immediate past I only say that my intended journey to Greece has come to nothing; there were too many impediments, which I found it impossible to overcome."
MusicBO;3;978;You, on your part, might write to him to the same effect, which would be a good beginning of the plan which I shall submit to your ultimate decision.
MusicBO;3;1101;"Whenever I have news of Dear friend, I am filled with new desire to commence some large artistic work; for literary work I have no longer any great inclination."
MusicBO;3;1213;Owing to the deplorable fact that at our German theatres scarcely anything but operas translated from a foreign language is given, our dramatic singers have been most thoroughly demoralized.
MusicBO;3;1832;"If I am to undertake an important artistic task, my immediate future—say for the current year, at least—must be secured; otherwise I shall lack the necessary cheerfulness and collectedness."
MusicBO;3;2192;I happen to possess them, and send them to you, although I do not quite see of what use some numbers of the Deutsche Monatsschrift can be to you.
MusicBO;3;2272;I found that I should have to prepare it by another drama, and therefore took up the long-cherished idea of making the young Siegfried the subject of a poem.
MusicBO;3;2844;Herewith I send you a bill for one hundred thalers, and cordially wish you good luck and a good mood, fine weather externally and internally, for your Alpine trip.
MusicBO;3;2930;But I do not wish to complain, only to explain to you why it is that today I must limit my communication to stating briefly what is absolutely necessary.
MusicBO;3;3488;To theatres like those of Munich and others I should have to refuse them, because the conductors there would have nothing better to do than to ruin me thoroughly.
MusicBO;3;4217;I saw her first in her dressing-room at the theatre, where his wife had kindly invited me to visit her for a quarter of an hour after the concert.
MusicBO;3;4848;"I propose to sell to the Hartels the copyright of the score of ""Lohengrin,"" including the right of selling it to theatrical managers, with the following exceptions only:— 1."
MusicBO;3;475;I am wholly made of sentiment, and could never understand, in the face of such a reproach, why I felt no pangs of conscience at this supposed ingratitude.
MusicBO;3;713;Kindly write on this subject to your niece, who is engaged for the whole winter at Hamburg, and ask her to come to our assistance on this occasion.
MusicBO;3;1000;Remember that I used to call you happy in your particular art, because you were an immediate artist, actually present, and appealing to the senses at every moment.
MusicBO;3;2212;I send you today the letter of M. Philipront, of Brussels, and the draft of my answer, by which you can regulate your subsequent correspondence with those gentlemen.
MusicBO;3;2336;For my sake I care no longer about it, for I have quite made up my mind as to it, but I care about it for your sake.
MusicBO;3;2586;This much I may add: that the motives which made me select this opera proved to be right and favourable to the further progress of my work here.
